0	325	125
1	267	132
2	259	106
3	315	99
4	268	102
5	275	112
6	300	118
7	297	109
8	199	89
9	300	128
10	265	119
11	289	114
12	249	95
13	283	111
14	302	112
15	283	118
16	327	143
17	264	131
18	219	98
19	248	91
20	197	69
21	332	125
22	275	125
23	242	98
24	261	116
25	286	120
26	337	140
27	259	112
28	346	125
29	286	137
30	325	150
31	261	108
32	277	134
33	301	118
34	295	127
35	243	105
36	242	81
37	325	149
38	259	103
39	265	111
40	298	93
41	235	109
42	271	117
43	330	129
44	274	87
45	253	109
46	278	110
47	297	107
48	251	88
49	322	134
50	250	105
51	271	106
52	286	117
53	326	106
54	248	99
55	237	121
56	301	112
57	280	115
58	233	105
59	261	104
60	280	109
61	338	121
62	229	96
63	221	105
64	259	111
65	278	97
66	256	117
67	275	116
68	264	132
69	236	97
70	261	120
71	251	111
72	286	115
73	283	99
74	218	81
75	343	147
76	259	104
77	257	101
78	252	111
79	247	79
80	255	110
81	342	132
82	316	142
83	305	120
84	252	106
85	295	128
86	334	110
87	257	116
88	307	123
89	274	120
90	303	146
91	210	97
92	243	99
93	316	123
94	284	117
95	275	138
96	249	131
97	278	120
98	332	120
99	244	103
100	302	132
101	280	108
102	274	103
103	277	124
104	256	113
105	287	121
106	345	139
107	265	111
108	298	125
109	232	100
110	283	118
111	300	118
112	208	98
113	294	125
114	237	116
115	274	116
116	295	122
117	263	89
118	280	110
119	313	128
120	351	137
121	301	123
122	326	138
123	305	117
124	274	127
125	325	144
126	260	110
127	283	121
128	230	79
129	332	135
130	282	125
131	295	115
132	234	113
133	259	112
134	264	97
135	261	127
136	260	99
137	261	110
138	310	125
139	309	138
140	285	121
141	351	123
142	306	108
143	238	113
144	269	105
145	353	122
146	261	120
147	257	108
148	271	107
149	319	147
150	291	126
151	289	122
152	253	92
153	289	116
154	266	124
155	275	122
156	290	136
157	294	117
158	258	102
159	289	126
160	243	113
161	263	103
162	292	123
163	280	99
164	290	133
165	251	103
166	296	132
167	265	126
168	288	137
169	310	118
170	308	135
171	284	121
172	314	131
173	290	118
174	321	128
175	274	115
176	262	119
177	308	107
178	225	91
179	248	76
180	201	67
181	283	139
182	294	122
183	262	105
184	293	120
185	296	121
186	285	128
187	319	132
188	304	129
189	305	126
190	298	128
191	255	116
192	341	140
193	216	85
194	240	116
195	257	120
196	244	97
197	262	99
198	336	123
199	336	139
200	319	120
201	267	112
202	192	85
203	317	111
204	246	96
205	264	141
206	269	112
207	375	140
208	306	117
209	247	111
210	288	102
211	311	121
212	290	117
213	335	119
214	298	108
215	240	102
216	267	109
217	254	122
218	285	136
219	278	108
220	221	102
221	272	129
222	255	111
223	263	91
224	333	142
225	259	127
226	302	110
227	241	109
228	309	128
229	207	106
230	263	102
231	249	91
232	272	111
233	275	126
234	264	105
235	333	130
236	313	139
237	302	110
238	326	137
239	289	119
240	262	101
241	261	117
242	299	119
243	260	110
244	273	118
245	294	130
246	348	147
247	256	94
248	270	108
249	220	93
250	280	114
251	250	103
252	255	99
253	298	117
254	250	112
255	294	128
256	285	137
257	261	117
258	323	103
259	235	119
260	288	112
261	281	125
262	254	105
263	278	107
264	328	123
265	257	126
266	272	125
267	265	109
268	223	103
269	253	108
270	275	120
271	343	144
272	262	113
273	265	113
274	269	112
275	271	117
276	302	105
277	275	106
278	349	118
279	296	122
280	301	136
281	291	117
282	263	100
283	327	141
284	308	120
285	319	131
286	235	99
287	307	110
288	229	115
289	313	123
290	316	136
291	290	107
292	273	119
293	282	105
294	305	128
295	247	108
296	285	126
297	304	122
298	259	116
299	238	103
300	312	141
301	317	145
302	332	105
303	346	118
304	267	129
305	281	101
306	244	125
307	283	88
308	247	125
309	327	127
310	219	98
311	306	122
312	311	122
313	339	113
314	299	134
315	283	124
316	307	134
317	292	123
318	245	104
319	276	115
320	309	123
321	369	148
322	310	123
323	274	97
324	317	128
325	269	108
326	263	118
327	316	116
328	353	116
329	357	127
330	267	122
331	299	135
332	270	102
333	259	106
334	260	121
335	323	141
336	235	69
337	261	125
338	280	105
339	310	131
340	304	124
341	282	144
342	318	143
343	233	103
344	296	113
345	285	129
346	246	93
347	301	116
348	285	124
349	265	97
350	233	84
351	273	103
352	253	124
353	278	118
354	233	102
355	282	125
356	320	138
357	299	109
358	189	69
359	302	122
360	299	103
361	293	117
362	279	125
363	226	114
364	301	127
365	294	123
366	327	128
367	228	79
368	298	123
369	264	119
370	259	105
371	269	117
372	284	114
373	280	117
374	285	136
375	320	135
376	335	121
377	347	120
378	351	137
379	268	117
380	249	99
381	281	144
382	316	142
383	293	131
384	298	129
385	264	119
386	236	102
387	321	121
388	317	142
389	315	131
390	250	93
391	303	113
392	289	109
393	301	126
394	273	117
