0	104417
1	10998
2	6085
3	4044
4	2915
5	2297
6	1892
7	1592
8	1441
9	1219
10	1087
11	952
12	874
13	834
14	743
15	694
16	644
17	647
18	602
19	523
20	545
21	475
22	477
23	459
24	450
25	391
26	411
27	408
28	362
29	332
30	318
31	320
32	328
33	294
34	267
35	271
36	264
37	226
38	243
39	258
40	227
41	238
42	225
43	225
44	225
45	206
46	201
47	196
48	185
49	209
50	180
51	209
52	184
53	152
54	162
55	144
56	190
57	156
58	154
59	156
60	132
61	137
62	163
63	150
64	141
65	129
66	150
67	142
68	126
69	141
70	113
71	142
72	121
73	123
74	131
75	112
76	113
77	99
78	110
79	104
80	121
81	94
82	98
83	114
84	111
85	106
86	118
87	97
88	93
89	112
90	81
91	86
92	85
93	91
94	83
95	83
96	88
97	83
98	81
99	71
100	98
101	73
102	86
103	83
104	66
105	81
106	73
107	75
108	63
109	72
110	56
111	68
112	72
113	57
114	54
115	63
116	58
117	52
118	61
119	61
120	60
121	47
122	60
123	53
124	51
125	60
126	58
127	53
128	59
129	52
130	51
131	67
132	48
133	44
134	52
135	53
136	38
137	43
138	65
139	53
140	58
141	43
142	46
143	36
144	45
145	37
146	45
147	45
148	46
149	43
150	43
151	35
152	42
153	43
154	48
155	37
156	43
157	31
158	40
159	32
160	38
161	39
162	33
163	35
164	38
165	30
166	35
167	34
168	24
169	26
170	26
171	29
172	33
173	31
174	30
175	29
176	28
177	10
178	21
179	23
180	27
181	33
182	26
183	20
184	24
185	21
186	27
187	23
188	27
189	26
190	21
191	20
192	19
193	21
194	18
195	16
196	23
197	17
198	23
199	24
200	7
201	30
202	8
203	11
204	14
205	18
206	27
207	17
208	18
209	13
210	16
211	20
212	9
213	17
214	14
215	6
216	12
217	11
218	20
219	10
220	13
221	10
222	9
223	7
224	17
225	7
226	9
227	8
228	14
229	16
230	9
231	4
232	7
233	9
234	7
235	7
236	8
237	9
238	10
239	7
240	7
241	5
242	7
243	15
244	6
245	7
246	8
247	8
248	6
249	8
250	8
251	5
252	5
253	5
254	9
255	5
256	6
257	0
258	2
259	6
260	10
261	7
262	2
263	5
264	5
265	3
266	2
267	4
268	6
269	6
270	3
271	3
272	3
273	4
274	4
275	4
276	4
277	1
278	2
279	1
280	3
281	0
282	2
283	1
284	3
285	2
286	0
287	2
288	2
289	1
290	1
291	1
292	1
293	0
294	1
295	2
296	1
297	2
298	0
299	2
300	0
301	2
302	1
303	0
304	1
305	0
306	0
307	0
308	0
309	0
310	4
311	0
312	0
313	2
314	0
315	0
316	0
317	1
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	1
330	1
331	0
332	1
