1800 	0.99
3600 	1.00
5400 	1.00
7200 	1.00
9000 	1.00
10800 	1.00
12600 	1.00
14400 	1.00
16200 	1.00
18000 	1.00
19800 	1.00
21600 	1.00
23400 	1.00
25200 	1.00
27000 	1.00
28800 	1.00
30600 	1.00
32400 	1.00
34200 	1.00
36000 	1.00
37800 	1.00
39600 	1.00
41400 	1.00
43200 	1.00
45000 	1.00
46800 	1.00
48600 	1.00
50400 	1.00
52200 	1.00
54000 	1.00
55800 	1.00
57600 	1.00
59400 	1.00
61200 	1.00
63000 	1.00
64800 	1.00
66600 	1.00
68400 	1.00
70200 	1.00
72000 	1.00
73800 	1.00
75600 	1.00
77400 	1.00
79200 	1.00
81000 	1.00
82800 	1.00
84600 	1.00
86400 	1.00
88200 	1.00
90000 	1.00
91800 	1.00
93600 	1.00
95400 	1.00
97200 	1.00
99000 	1.00
100800 	1.00
102600 	1.00
104400 	1.00
106200 	1.00
108000 	1.00
109800 	1.00
111600 	1.00
113400 	1.00
115200 	1.00
117000 	1.00
118800 	1.00
120600 	1.00
122400 	1.00
124200 	1.00
126000 	1.00
127800 	1.00
129600 	1.00
131400 	1.00
133200 	1.00
135000 	1.00
136800 	1.00
138600 	1.00
140400 	1.00
142200 	1.00
144000 	1.00
145800 	1.00
147600 	1.00
149400 	1.00
151200 	1.00
153000 	1.00
154800 	1.00
156600 	1.00
158400 	1.00
160200 	1.00
162000 	1.00
163800 	1.00
165600 	1.00
167400 	1.00
169200 	1.00
171000 	1.00
172800 	1.00
