0	2	1
1	0	0
2	2	1
3	2	1
4	1	1
5	1	1
6	0	0
7	2	1
8	3	1
9	4	3
10	2	2
11	1	1
12	4	3
13	1	1
14	3	3
15	0	0
16	0	0
17	3	1
18	5	2
19	0	0
20	0	0
21	1	1
22	1	1
23	0	0
24	1	1
25	2	2
26	0	0
27	0	0
28	6	2
29	1	1
30	2	2
31	4	3
32	0	0
33	8	3
34	4	2
35	10	5
36	1	1
37	1	1
38	11	5
39	0	0
40	3	3
41	4	3
42	2	1
43	5	3
44	3	2
45	0	0
46	1	1
47	1	1
48	3	2
49	0	0
50	7	3
51	0	0
52	8	5
53	0	0
54	0	0
55	0	0
56	3	2
57	4	2
58	2	1
59	2	1
60	0	0
61	7	3
62	2	2
63	8	3
64	2	1
65	1	1
66	0	0
67	0	0
68	5	2
69	0	0
70	1	1
71	1	1
72	1	1
73	0	0
74	0	0
75	0	0
76	3	2
77	1	1
78	2	2
79	2	2
80	0	0
81	2	1
82	1	1
83	3	2
84	1	1
85	1	1
86	0	0
87	2	2
88	2	2
89	0	0
90	1	1
91	1	1
92	1	1
93	0	0
94	1	1
95	2	2
96	0	0
97	3	2
98	2	1
99	6	2
100	0	0
101	0	0
102	3	2
103	1	1
104	1	1
105	2	1
106	0	0
107	0	0
108	0	0
109	3	2
110	0	0
111	3	2
112	0	0
113	3	2
114	3	1
115	3	2
116	0	0
117	3	2
118	2	2
119	8	4
120	0	0
121	0	0
122	0	0
123	2	2
124	6	5
125	3	1
126	0	0
127	2	1
128	1	1
129	1	1
130	1	1
131	0	0
132	0	0
133	1	1
134	1	1
135	4	2
136	2	1
137	1	1
138	6	3
139	0	0
140	7	3
141	0	0
142	2	1
143	2	1
144	1	1
145	1	1
146	5	4
147	1	1
148	3	2
149	1	1
150	2	2
151	1	1
152	2	1
153	2	2
154	1	1
155	1	1
156	0	0
157	1	1
158	1	1
159	1	1
160	4	3
161	2	2
162	3	2
163	1	1
164	3	1
165	1	1
166	0	0
167	3	2
168	1	1
169	1	1
170	2	1
171	2	2
172	3	1
173	1	1
174	3	1
175	0	0
176	0	0
177	2	1
178	0	0
179	4	2
180	1	1
181	0	0
182	5	3
183	2	2
184	0	0
185	0	0
186	0	0
187	2	2
188	4	2
189	7	4
190	3	2
191	1	1
192	1	1
193	5	3
194	2	1
195	1	1
196	1	1
197	8	2
198	0	0
199	5	3
200	0	0
201	0	0
202	0	0
203	0	0
204	1	1
205	4	2
206	2	2
207	3	2
208	6	3
209	0	0
210	0	0
211	1	1
212	4	1
213	0	0
214	3	2
215	1	1
216	3	1
217	1	1
218	1	1
219	4	3
220	2	2
221	0	0
222	0	0
223	0	0
224	1	1
225	2	1
226	4	2
227	3	2
228	0	0
229	1	1
230	0	0
231	0	0
232	0	0
233	1	1
234	0	0
235	2	2
236	0	0
237	0	0
238	0	0
239	1	1
240	0	0
241	1	1
242	7	2
243	3	2
244	2	1
245	0	0
246	0	0
247	0	0
248	2	2
249	5	3
250	2	2
251	4	2
252	0	0
253	3	1
254	1	1
255	7	3
256	0	0
257	0	0
258	2	2
259	1	1
260	2	1
261	0	0
262	0	0
263	0	0
264	2	2
265	2	1
266	0	0
267	2	1
268	5	2
269	0	0
270	0	0
271	1	1
272	2	1
273	0	0
274	2	1
275	1	1
276	3	1
277	5	2
278	1	1
279	3	2
280	0	0
281	0	0
282	5	3
283	1	1
284	3	2
285	0	0
286	0	0
287	4	3
288	6	3
289	0	0
290	1	1
291	1	1
292	3	1
293	2	2
294	1	1
295	0	0
296	1	1
297	1	1
298	3	2
299	3	2
300	0	0
301	3	2
302	1	1
303	3	3
304	0	0
305	1	1
306	2	1
307	1	1
308	1	1
309	6	2
310	4	3
311	1	1
312	1	1
313	0	0
314	0	0
315	1	1
316	4	2
317	2	2
318	0	0
319	0	0
320	2	1
321	1	1
322	4	1
323	2	2
324	0	0
325	0	0
326	3	1
327	3	3
328	3	3
329	0	0
330	0	0
331	6	2
332	1	1
333	1	1
334	6	1
335	4	1
336	0	0
337	5	2
338	2	1
339	2	2
340	4	1
341	2	2
342	0	0
343	0	0
344	1	1
345	3	2
346	0	0
347	7	3
348	2	2
349	1	1
350	0	0
351	0	0
352	0	0
353	1	1
354	4	2
355	10	3
356	1	1
357	1	1
358	2	2
359	6	2
360	3	2
361	0	0
362	3	2
363	3	2
364	1	1
365	6	2
366	1	1
367	3	1
368	6	3
369	1	1
370	3	2
371	0	0
372	1	1
373	0	0
374	1	1
375	0	0
376	3	2
377	0	0
378	4	2
379	2	1
380	3	2
381	0	0
382	2	1
383	0	0
384	2	2
385	3	3
386	12	4
387	7	2
388	1	1
389	5	3
390	0	0
391	0	0
392	3	2
393	2	1
394	1	1
395	2	2
396	5	3
397	3	2
398	2	1
399	2	2
400	2	1
401	0	0
402	0	0
403	0	0
404	0	0
405	0	0
406	1	1
407	0	0
408	0	0
409	2	2
410	0	0
411	1	1
412	1	1
413	5	2
414	0	0
415	0	0
416	0	0
417	0	0
418	6	1
419	3	1
420	0	0
421	4	3
422	0	0
423	0	0
424	2	2
425	4	4
426	0	0
427	2	1
428	0	0
429	0	0
430	5	2
431	0	0
432	1	1
433	3	3
434	0	0
435	2	2
436	1	1
437	0	0
438	0	0
439	0	0
440	5	3
441	5	3
442	5	2
443	0	0
444	3	3
445	1	1
446	2	2
447	3	1
448	3	2
449	4	2
450	0	0
451	3	2
452	0	0
453	1	1
454	1	1
455	2	2
456	4	2
457	0	0
458	0	0
459	0	0
460	3	3
461	0	0
462	0	0
463	2	1
464	7	5
465	0	0
466	3	2
467	0	0
468	0	0
469	3	2
470	1	1
471	2	2
472	0	0
473	3	1
474	1	1
475	3	2
476	1	1
477	1	1
478	0	0
479	1	1
480	1	1
481	3	2
482	8	4
483	1	1
484	4	2
485	3	1
486	2	2
487	3	2
488	0	0
489	1	1
490	1	1
491	2	2
492	0	0
493	0	0
494	2	1
495	1	1
496	0	0
497	0	0
498	1	1
499	2	1
500	4	2
501	2	2
502	0	0
503	0	0
504	1	1
505	5	2
506	1	1
507	3	2
508	0	0
509	0	0
510	0	0
511	1	1
512	0	0
513	0	0
514	1	1
515	0	0
516	1	1
517	6	3
518	4	4
519	0	0
520	0	0
521	2	1
522	1	1
523	2	2
524	2	1
525	1	1
526	0	0
527	2	2
528	4	1
529	1	1
530	1	1
531	0	0
532	5	2
533	3	1
534	0	0
535	1	1
536	11	5
537	0	0
538	0	0
539	2	1
540	1	1
541	6	3
542	1	1
543	2	2
544	1	1
545	2	2
546	3	2
547	1	1
548	8	4
549	0	0
550	1	1
551	1	1
552	4	2
553	0	0
554	3	2
555	1	1
556	3	1
557	1	1
558	1	1
559	1	1
560	1	1
561	3	2
562	2	2
563	5	3
564	3	1
565	0	0
566	3	2
567	2	2
568	4	3
569	4	2
570	3	2
571	4	3
572	1	1
573	1	1
574	2	2
575	2	2
576	1	1
577	3	3
578	1	1
579	2	2
580	4	3
581	0	0
582	0	0
583	6	2
584	0	0
585	1	1
586	1	1
587	0	0
588	1	1
589	0	0
590	0	0
591	1	1
592	2	1
593	3	3
594	1	1
595	2	2
596	3	3
597	0	0
598	8	5
599	4	1
600	2	1
601	0	0
602	4	2
603	0	0
604	3	2
605	0	0
606	1	1
607	0	0
608	0	0
609	2	2
610	3	2
611	1	1
612	5	1
613	1	1
614	2	2
615	1	1
616	1	1
617	3	2
618	1	1
619	3	2
620	5	3
621	4	2
622	0	0
623	0	0
624	0	0
625	0	0
626	0	0
627	1	1
628	1	1
629	3	2
630	3	1
631	1	1
632	1	1
633	0	0
634	2	2
635	4	2
636	2	1
637	2	2
638	4	1
639	6	1
640	0	0
641	3	3
642	0	0
643	3	2
644	2	2
645	1	1
646	0	0
647	1	1
648	3	2
649	4	2
650	1	1
651	0	0
652	3	1
653	0	0
654	1	1
655	2	1
656	1	1
657	2	1
658	11	3
659	2	2
660	0	0
661	4	2
662	2	2
663	2	2
664	2	1
665	0	0
666	1	1
667	5	3
668	2	1
669	0	0
670	0	0
671	1	1
672	1	1
673	1	1
674	0	0
675	0	0
676	0	0
677	2	2
678	0	0
679	3	2
680	1	1
681	1	1
682	0	0
683	0	0
684	1	1
685	1	1
686	3	2
687	0	0
688	5	4
689	2	1
690	0	0
691	1	1
692	0	0
693	4	3
694	6	3
695	1	1
696	1	1
697	4	1
698	1	1
699	3	3
700	4	2
701	1	1
702	0	0
703	0	0
704	3	2
705	2	1
706	5	3
707	0	0
708	4	1
709	10	4
710	0	0
711	0	0
712	1	1
713	0	0
714	1	1
715	0	0
716	1	1
717	2	2
718	1	1
719	1	1
720	0	0
721	0	0
722	6	3
723	2	2
724	2	2
725	1	1
726	1	1
727	2	2
728	3	2
729	7	3
730	0	0
731	2	2
732	1	1
733	2	1
734	0	0
735	4	3
736	0	0
737	1	1
738	6	3
739	2	1
740	7	3
741	1	1
742	4	3
743	0	0
744	1	1
745	1	1
746	0	0
747	2	1
748	0	0
749	4	1
750	3	2
751	6	3
752	2	1
753	4	4
754	0	0
755	2	1
756	1	1
757	0	0
758	0	0
759	0	0
760	3	1
761	1	1
762	1	1
763	7	3
764	2	2
765	4	3
766	2	1
767	5	3
768	3	3
769	8	3
770	6	2
771	3	2
772	2	1
773	0	0
774	3	2
775	1	1
776	3	2
777	0	0
778	0	0
779	2	2
780	4	3
781	0	0
782	2	2
783	1	1
784	4	1
785	4	2
786	2	1
787	3	3
788	2	2
789	2	1
790	1	1
791	0	0
792	0	0
793	3	2
794	0	0
795	3	2
796	6	3
797	2	1
798	0	0
799	0	0
800	4	2
801	0	0
802	6	3
803	4	2
804	0	0
805	0	0
806	1	1
807	1	1
808	3	2
809	2	1
810	1	1
811	4	2
812	0	0
813	0	0
814	0	0
815	1	1
816	4	3
817	3	3
818	1	1
819	0	0
820	4	2
821	2	1
822	2	1
823	3	3
824	4	2
825	2	2
826	1	1
827	1	1
828	1	1
829	2	1
830	0	0
831	2	2
832	2	2
833	2	1
834	6	1
835	5	4
836	1	1
837	1	1
838	4	2
839	1	1
840	0	0
841	0	0
842	1	1
843	1	1
844	1	1
845	3	2
846	0	0
847	0	0
848	4	2
849	4	2
850	4	2
851	2	2
852	1	1
853	0	0
854	0	0
855	1	1
856	0	0
857	0	0
858	0	0
859	1	1
860	0	0
861	1	1
862	3	1
863	0	0
864	0	0
865	1	1
866	1	1
867	3	1
868	1	1
869	5	2
870	2	1
871	2	2
872	3	1
873	4	3
874	1	1
875	4	3
876	0	0
877	1	1
878	5	2
879	2	2
880	2	1
881	8	2
882	0	0
883	5	3
884	3	2
885	1	1
886	1	1
887	0	0
888	0	0
889	2	1
890	2	1
891	0	0
892	1	1
893	0	0
894	2	2
895	3	2
896	4	2
897	6	3
898	0	0
899	2	2
900	2	1
901	0	0
902	2	1
903	0	0
904	3	1
905	0	0
906	0	0
907	4	3
908	4	3
909	2	1
910	2	2
911	6	5
912	1	1
913	0	0
914	2	2
915	2	1
916	0	0
917	2	2
918	4	3
919	2	2
920	4	2
921	0	0
922	3	1
923	1	1
924	0	0
925	1	1
926	0	0
927	0	0
928	5	3
929	2	2
930	2	1
931	4	2
932	0	0
933	2	2
934	3	3
935	6	1
936	1	1
937	0	0
938	0	0
939	5	2
940	3	2
941	0	0
942	5	3
943	0	0
944	2	1
945	1	1
946	1	1
947	1	1
948	0	0
949	1	1
950	5	3
951	4	3
952	4	2
953	7	2
954	3	1
955	3	2
956	4	2
957	3	2
958	2	2
959	2	2
960	0	0
961	0	0
962	0	0
963	5	4
964	0	0
965	2	1
966	4	3
967	1	1
968	2	2
969	2	2
970	0	0
971	0	0
972	0	0
973	4	3
974	3	1
975	3	2
976	0	0
977	1	1
978	2	2
979	2	2
980	1	1
981	1	1
982	2	2
983	1	1
984	4	2
985	0	0
986	5	4
987	1	1
988	4	3
989	4	3
990	1	1
991	6	3
992	3	2
993	1	1
994	2	2
995	1	1
996	0	0
997	0	0
998	1	1
999	0	0
